id_talent_req,id_company,nama_perusahaan,alamat_kantor,industri_sektor,nama_pic,no_whatsapp,nama_posisi,jenis_penempatan,headcount,bidang_studi_dibutuhkan,minimum_semester,deskripsi_requirement,working_arrangement,working_arrangement_detail,durasi,renumerasi,request_date,sumber_baris_form
TR073,C474,PT Cipta Nusantara,"Jl. Thamrin No. 160, Jakarta",Teknologi Informasi,Salma Suryadi,085265555356,Data Engineer,Magang,5,"Informatika, Sistem Informasi",7,"Menguasai Python, SQL, ETL pipeline, cloud platform (AWS/GCP), Apache Spark dasar.",Hybrid,"3 hari WFO, 2 hari WFH",6 Bulan,Uang transport saja,2023-05-22,Google Form
TR074,C145,PT Techno Media,"Jl. Thamrin No. 102, Jakarta",Logistik & Supply Chain,Bunga Anggraeni,082196627828,Data Entry Operator,Full-time,5,"Manajemen, Akuntansi",6,"Menguasai dasar-dasar data entry operator, komunikasi baik, mampu bekerja dalam tim.",Hybrid,WFO minimal 2 hari per minggu,3 Bulan,Rp 5.000.000/bulan,2023-04-23,Google Form
TR075,C479,PT Abadi Systems,"Jl. Yos Sudarso No. 27, Depok",Travel & Hospitality,Prita Kusuma,081333939579,Digital Marketing Intern,Part-time,3,"Ilmu Komunikasi, Desain Komunikasi Visual",5,"Menguasai social media management, Google Ads, SEO dasar, content creation.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",4 Bulan,Rp 1.000.000/bulan,2023-06-09,Google Form
TR076,C1200,PT Perkasa Nusantara,"Jl. Gatot Subroto No. 99, Semarang",Keuangan & Perbankan,Kirana Permana,087716553836,Data Analyst,Magang,1,"Sistem Informasi, Manajemen",6,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",4 Bulan,Rp 2.000.000/bulan,2023-04-10,WhatsApp
TR077,C1120,CV Prima Solusi,"Jl. Kebon Jeruk No. 60, Surakarta",Retail,Wahyu Maulana,085227715916,IT Support,Magang,3,"Pendidikan Teknik Informatika, Teknik Elektro",5,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",6 Bulan,Rp 2.500.000/bulan,2023-05-21,Input Manual
TR078,C982,PT Makmur Data,"Jl. Monginsidi No. 46, Jakarta",Travel & Hospitality,Riska Utami,087887447017,Data Analyst,Magang,5,"Ekonomi Pembangunan, Manajemen",6,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",WFH,"Full remote, standup meeting harian via Zoom",3 Bulan,Non-Paid,2023-07-01,Google Form
TR079,C358,PT Karya Global,"Jl. Yos Sudarso No. 181, Yogyakarta",Agribisnis,Yoga Maulana,085690429025,Marketing Staff,Part-time,1,"Desain Komunikasi Visual, Manajemen",6,"Menguasai dasar-dasar marketing staff, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",6 Bulan,Rp 1.500.000/bulan,2023-05-27,Google Form
TR080,C662,PT Bumi Bangsa,"Jl. Diponegoro No. 10, Yogyakarta",Media & Kreatif,Dinda Budiman,082224281144,Content Creator,Magang,2,"Ilmu Komunikasi, Desain Komunikasi Visual",5,"Kreatif, menguasai tools editing foto/video, memahami tren media sosial.",WFO,"Full WFO, shift pagi/siang",6 Bulan,Non-Paid,2023-03-10,WhatsApp
TR081,C1056,PT Cakra Inovasi,"Jl. Gatot Subroto No. 199, Yogyakarta",Teknologi Informasi,Salma Permana,081655135872,UI/UX Designer,Full-time,1,"Informatika, Desain Komunikasi Visual",6,"Menguasai Figma/Adobe XD, user research, wireframing, prototyping, design thinking.",WFO,"WFO 5 hari, jam kerja fleksibel",Tidak Terbatas,Rp 5.500.000/bulan,2023-05-09,Google Form
TR082,C296,PT Sentosa Mandiri,"Jl. Dago No. 87, Jakarta",Retail,Farah Handoko,081391396459,Marketing Intern,Magang,1,"Manajemen, Ilmu Komunikasi",4,"Memahami dasar marketing, riset pasar, presentasi, MS Office.",Hybrid,"3 hari WFO, 2 hari WFH",6 Bulan,Uang transport saja,2023-03-16,Google Form
TR083,C107,PT Media Cerdas,"Jl. Pahlawan No. 140, Bandung",Konsultan Manajemen,Januar Saputra,082279312709,HR Intern,Magang,4,"Psikologi, Manajemen",4,"Memahami dasar HRM, recruitment process, administrasi kepegawaian.",WFO,"Full WFO, shift pagi/siang",Tidak Terbatas,Rp 2.000.000/bulan,2023-06-20,Google Form
TR084,C493,PT Esa Pratama,"Jl. Hasanuddin No. 107, Yogyakarta",Telekomunikasi,Umar Ardiansyah,087825889679,Software Developer,Magang,2,"Informatika, Sistem Informasi",6,"Menguasai dasar-dasar software developer, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"3 hari WFO, 2 hari WFH",6 Bulan,Rp 750.000/bulan,2023-06-24,Google Form
TR085,C847,PT Prima Gemilang,"Jl. Hasanuddin No. 186, Semarang",Keuangan & Perbankan,Putri Sari,082235384951,Internal Auditor,Magang,1,Akuntansi,4,"Memahami standar audit, risk assessment, pengendalian internal.",Hybrid,"2 hari WFO, 3 hari WFH",3 Bulan,Non-Paid,2023-06-26,Google Form
TR086,C032,PT Bakti Kreatif,"Jl. Pemuda No. 179, Semarang",Properti & Konstruksi,Galuh Setiawan,087708053100,Civil Engineer Intern,Part-time,2,Teknik Sipil,5,"Menguasai AutoCAD, SAP2000, perhitungan struktur dasar.",WFO,"Full WFO, shift pagi/siang",4 Bulan,Rp 1.500.000/bulan,2023-04-29,Google Form
TR087,C289,PT Mega Solusi,"Jl. Thamrin No. 90, Semarang",Kesehatan & Farmasi,Tika Mahendra,085642312209,Lab Technician Intern,Part-time,5,"Farmasi, Agroteknologi",5,"Menguasai dasar-dasar lab technician intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",4 Bulan,Rp 2.500.000/bulan,2023-03-04,WhatsApp
TR088,C1064,PT Solusi Digital,"Jl. Yos Sudarso No. 72, Bandung",Agribisnis,Irfan Suryadi,081590073971,Quality Control Staff,Part-time,1,"Teknik Industri, Agroteknologi",6,"Memahami quality management system, ISO standards, inspeksi produk.",WFO,"Full WFO, shift pagi/siang",3 Bulan,Rp 2.000.000/bulan,2023-02-23,Google Form
TR089,C1266,PT Mitra Bangsa,"Jl. Slamet Riyadi No. 71, Surakarta",Keuangan & Perbankan,Salma Handoko,082293192435,Business Analyst,Magang,2,"Sistem Informasi, Statistika",7,"Menguasai analisis proses bisnis, SQL, visualisasi data, komunikasi yang baik.",WFO,"Full WFO, shift pagi/siang",3 Bulan,Rp 1.500.000/bulan,2023-02-10,WhatsApp
TR090,C1451,CV Media Abadi,"Jl. Pahlawan No. 56, Jakarta",Energi & Pertambangan,Dian Prabowo,085216693001,HSE Intern,Full-time,3,"Teknik Industri, Teknik Mesin",6,"Menguasai dasar-dasar hse intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,WFO minimal 2 hari per minggu,3 Bulan,Rp 4.000.000/bulan,2023-02-19,Google Form
TR091,C955,CV Cakra Informatika,"Jl. Thamrin No. 153, Depok",Konsultan Manajemen,Oki Wardani,082244883842,Consultant Intern,Part-time,3,"Sistem Informasi, Ekonomi Pembangunan",5,"Menguasai dasar-dasar consultant intern, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",Tidak Terbatas,Rp 2.000.000/bulan,2023-03-10,Google Form
TR092,C1261,CV Inovasi Bangsa,"Jl. Yos Sudarso No. 74, Tangerang",Agribisnis,Tasya Hakim,081517427047,Data Entry Operator,Magang,3,"Sistem Informasi, Manajemen",4,"Menguasai dasar-dasar data entry operator, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",4 Bulan,Rp 750.000/bulan,2023-07-04,Email
TR093,C108,PT Jaya Mandiri,"Jl. Adi Sucipto No. 29, Jakarta",Travel & Hospitality,Satria Nugroho,085715747338,Digital Marketing Intern,Magang,2,"Desain Komunikasi Visual, Ilmu Komunikasi",5,"Menguasai social media management, Google Ads, SEO dasar, content creation.",Hybrid,"3 hari WFO, 2 hari WFH",3 Bulan,Uang transport saja,2023-05-16,Google Form
TR094,C390,PT Bina Inovasi,"Jl. Thamrin No. 168, Surakarta",Keuangan & Perbankan,Amelia Rahmawati,085828092428,IT Staff,Magang,1,"Teknik Elektro, Sistem Informasi",6,"Menguasai dasar-dasar it staff, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",6 Bulan,Rp 1.000.000/bulan,2023-06-20,Google Form
TR095,C907,PT Nusa Nusantara,"Jl. Yos Sudarso No. 189, Surakarta",Teknologi Informasi,Bagus Suryadi,085279393702,DevOps Engineer,Magang,2,"Informatika, Sistem Informasi",4,"Menguasai Linux, Docker, CI/CD, cloud platform, scripting (Bash/Python).",WFO,"Full WFO, shift pagi/siang",3 Bulan,Uang transport saja,2023-04-02,Google Form
TR096,C393,PT Cipta Gemilang,"Jl. Mangga Dua No. 173, Yogyakarta",Travel & Hospitality,Wahyu Setiawan,082242284993,Customer Service Intern,Magang,1,"Ilmu Komunikasi, Psikologi",6,"Menguasai dasar-dasar customer service intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"2 hari WFO, 3 hari WFH",3 Bulan,Rp 2.500.000/bulan,2023-07-23,Google Form
TR097,C828,PT Bina Cerdas,"Jl. Ronggowarsito No. 95, Malang",Travel & Hospitality,Surya Firdaus,083802058695,Data Analyst,Magang,3,"Informatika, Manajemen",5,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",4 Bulan,Non-Paid,2023-03-26,Google Form
TR098,C1234,PT Graha Perkasa,"Jl. Raya Pajajaran No. 98, Surakarta",Kesehatan & Farmasi,Januar Sulistyo,085859407992,Quality Control Staff,Magang,2,"Farmasi, Agroteknologi",6,"Memahami quality management system, ISO standards, inspeksi produk.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",6 Bulan,Uang transport saja,2023-07-05,Google Form
TR099,C495,PT Digital Mandiri,"Jl. Ahmad Yani No. 197, Bekasi",E-commerce,Eka Wulandari,082212901487,Content Writer,Full-time,2,"Ilmu Komunikasi, Sastra Inggris",7,"Kemampuan menulis konten yang baik, SEO writing, riset topik.",Hybrid,"2 hari WFO, 3 hari WFH",3 Bulan,Rp 3.500.000/bulan,2023-06-21,Google Form
TR100,C054,PT Indo Sejahtera,"Jl. Pahlawan No. 112, Yogyakarta",Konsultan Manajemen,Ika Pangestu,082117594647,Consultant Intern,Magang,3,"Sistem Informasi, Ekonomi Pembangunan",6,"Menguasai dasar-dasar consultant intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",6 Bulan,Rp 1.000.000/bulan,2023-06-04,WhatsApp
TR101,C393,PT Cipta Gemilang,"Jl. Pandanaran No. 17, Yogyakarta",Travel & Hospitality,Anggi Ardiansyah,085384047927,Customer Service Intern,Magang,1,"Manajemen, Psikologi",4,"Menguasai dasar-dasar customer service intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",4 Bulan,Rp 1.500.000/bulan,2023-05-17,Google Form
TR102,C1258,CV Techno Inovasi,"Jl. Mangga Dua No. 156, Jakarta",Asuransi,Prita Suryadi,085792724000,Customer Service Intern,Magang,2,"Psikologi, Manajemen",6,"Menguasai dasar-dasar customer service intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",3 Bulan,Rp 2.000.000/bulan,2023-03-01,Google Form
TR103,C321,PT Techno Indonesia,"Jl. Jend. Sudirman No. 1, Jakarta",Konsultan Manajemen,Farhan Kurniawan,085229275243,IT Consultant Intern,Magang,1,"Informatika, Sistem Informasi",7,"Menguasai dasar-dasar it consultant intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",4 Bulan,Rp 2.000.000/bulan,2023-06-13,Google Form
TR104,C606,PT Esa Bersama,"Jl. Yos Sudarso No. 167, Surabaya",Otomotif,Nadya Suryadi,081322208360,Production Engineer Intern,Magang,1,"Teknik Industri, Teknik Mesin",6,"Menguasai dasar-dasar production engineer intern, komunikasi baik, mampu bekerja dalam tim.",WFH,WFH dengan weekly meeting online,Tidak Terbatas,Non-Paid,2023-07-16,Google Form
TR105,C1325,CV Sentosa Gemilang,"Jl. Merdeka No. 197, Bandung",Manufaktur,Bagus Nugroho,083812493011,Data Entry Operator,Magang,3,"Akuntansi, Manajemen",4,"Menguasai dasar-dasar data entry operator, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",3 Bulan,Rp 500.000/bulan,2023-07-17,Google Form
TR106,C356,CV Sentosa Inovasi,"Jl. Pemuda No. 39, Bogor",Otomotif,Ahmad Gunawan,085346287923,Data Analyst,Magang,4,"Statistika, Ekonomi Pembangunan",7,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",6 Bulan,Non-Paid,2023-06-16,Email
TR107,C742,CV Bina Informatika,"Jl. Slamet Riyadi No. 158, Jakarta",Pendidikan & EdTech,Vino Cahyani,085796919284,Content Writer,Full-time,1,"Ilmu Komunikasi, Sastra Inggris",5,"Kemampuan menulis konten yang baik, SEO writing, riset topik.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",3 Bulan,Rp 4.000.000/bulan,2023-02-27,Google Form
TR108,C1443,PT Global Media,"Jl. Diponegoro No. 14, Yogyakarta",Keuangan & Perbankan,Umar Syahputra,083831723667,Business Analyst,Magang,5,"Manajemen, Statistika",4,"Menguasai analisis proses bisnis, SQL, visualisasi data, komunikasi yang baik.",Hybrid,"2 hari WFO, 3 hari WFH",3 Bulan,Rp 500.000/bulan,2023-03-27,Google Form
TR109,C881,CV Esa Karya,"Jl. Hasanuddin No. 115, Jakarta",Manufaktur,Tika Setiawan,085847155313,Data Entry Operator,Magang,3,"Sistem Informasi, Akuntansi",6,"Menguasai dasar-dasar data entry operator, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"3 hari WFO, 2 hari WFH",3 Bulan,Non-Paid,2023-06-03,Google Form
TR110,C1337,CV Mandiri Nusantara,"Jl. Brigjend Katamso No. 100, Bandung",Properti & Konstruksi,Sari Ramadhan,085660170396,Marketing Staff,Magang,3,"Desain Komunikasi Visual, Manajemen",6,"Menguasai dasar-dasar marketing staff, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",4 Bulan,Rp 750.000/bulan,2023-03-22,WhatsApp
TR111,C1117,CV Media Digital,"Jl. Monginsidi No. 93, Surakarta",Travel & Hospitality,Gibran Santoso,082239311881,IT Support,Full-time,2,"Informatika, Pendidikan Teknik Informatika",5,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",WFH,"Full WFH, jam kerja fleksibel",Tidak Terbatas,Rp 3.000.000/bulan,2023-04-28,Email
TR112,C1463,PT Sejahtera Media,"Jl. Ahmad Yani No. 85, Semarang",Pendidikan & EdTech,Kevin Hidayat,085285965510,Frontend Developer,Magang,2,"Pendidikan Teknik Informatika, Sistem Informasi",4,"Menguasai HTML/CSS/JavaScript, framework React/Vue.js, responsive design. Pengalaman dengan Git.",WFO,"WFO 5 hari, jam kerja fleksibel",3 Bulan,Rp 1.000.000/bulan,2023-03-30,Google Form
TR113,C1242,PT Cakra Cerdas,"Jl. Ronggowarsito No. 4, Malang",Retail,Farhan Prabowo,085609793442,Visual Merchandiser Intern,Part-time,1,Desain Komunikasi Visual,7,"Menguasai dasar-dasar visual merchandiser intern, komunikasi baik, mampu bekerja dalam tim.",WFH,WFH dengan weekly meeting online,Tidak Terbatas,Rp 1.500.000/bulan,2023-07-08,Input Manual
TR114,C317,CV Techno Indonesia,"Jl. Kuningan No. 49, Malang",Asuransi,Gilang Maulana,087887653269,Underwriting Intern,Part-time,2,"Akuntansi, Manajemen",5,"Menguasai dasar-dasar underwriting intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",3 Bulan,Rp 1.000.000/bulan,2023-03-30,Google Form
TR115,C217,CV Nusa Informatika,"Jl. Pahlawan No. 116, Semarang",Properti & Konstruksi,Mega Firdaus,087859262517,Project Coordinator Intern,Magang,1,"Teknik Sipil, Teknik Industri",7,"Menguasai dasar-dasar project coordinator intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",3 Bulan,Rp 2.000.000/bulan,2023-04-12,Google Form
TR116,C052,PT Techno Bangsa,"Jl. Yos Sudarso No. 145, Jakarta",Travel & Hospitality,Luthfi Handayani,082123129562,Customer Service Intern,Full-time,2,"Psikologi, Ilmu Komunikasi",6,"Menguasai dasar-dasar customer service intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",6 Bulan,Rp 3.000.000/bulan,2023-02-02,Google Form
TR117,C861,PT Media Perkasa,"Jl. Raya Pajajaran No. 6, Bogor",Logistik & Supply Chain,Hendra Prabowo,081360147692,Warehouse Staff,Magang,1,"Teknik Industri, Manajemen",5,"Menguasai dasar-dasar warehouse staff, komunikasi baik, mampu bekerja dalam tim.",WFH,WFH dengan weekly meeting online,6 Bulan,Rp 3.000.000/bulan,2023-03-06,Google Form
TR118,C1234,PT Graha Perkasa,"Jl. Monginsidi No. 190, Surakarta",Kesehatan & Farmasi,Januar Sulistyo,085859407992,Research Assistant,Full-time,1,"Agroteknologi, Statistika",4,"Kemampuan riset akademik, analisis data kuantitatif/kualitatif, literatur review.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",4 Bulan,Rp 4.500.000/bulan,2023-05-21,Email
TR119,C1465,CV Andalas Sentosa,"Jl. Ahmad Yani No. 109, Jakarta",Logistik & Supply Chain,Dafa Wijaya,081674502659,Data Entry Operator,Magang,4,"Sistem Informasi, Akuntansi",4,"Menguasai dasar-dasar data entry operator, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",3 Bulan,Uang transport saja,2023-06-01,Google Form
TR120,C481,PT Sejahtera Utama,"Jl. Adi Sucipto No. 8, Surabaya",Telekomunikasi,Tika Gunawan,082158605735,NOC Technician,Part-time,4,"Informatika, Teknik Elektro",7,"Menguasai dasar-dasar noc technician, komunikasi baik, mampu bekerja dalam tim.",Hybrid,WFO minimal 2 hari per minggu,Tidak Terbatas,Rp 1.500.000/bulan,2023-03-15,Input Manual
TR121,C225,PT Sejahtera Logistik,"Jl. Pemuda No. 168, Surakarta",E-commerce,Qori Gunawan,087876650618,Customer Success Intern,Magang,3,"Ilmu Komunikasi, Manajemen",5,"Menguasai dasar-dasar customer success intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",4 Bulan,Non-Paid,2023-02-03,Google Form
TR122,C219,PT Abadi Sejahtera,"Jl. Ahmad Yani No. 94, Semarang",Telekomunikasi,Bunga Ningsih,085880043973,Data Analyst,Magang,4,"Ekonomi Pembangunan, Informatika",5,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",WFO,"Full WFO, shift pagi/siang",3 Bulan,Rp 2.000.000/bulan,2023-03-20,Google Form
TR123,C210,PT Bumi Informatika,"Jl. MT Haryono No. 44, Malang",Agribisnis,Ulfa Wijaya,085840838663,Research Assistant,Magang,3,"Statistika, Farmasi",6,"Kemampuan riset akademik, analisis data kuantitatif/kualitatif, literatur review.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",4 Bulan,Uang transport saja,2023-07-18,Google Form
TR124,C168,PT Global Indonesia,"Jl. Urip Sumoharjo No. 98, Yogyakarta",Retail,Tika Anggara,085711249035,Marketing Intern,Full-time,3,"Manajemen, Ilmu Komunikasi",5,"Memahami dasar marketing, riset pasar, presentasi, MS Office.",WFH,WFH dengan weekly meeting online,3 Bulan,Rp 3.500.000/bulan,2023-06-25,WhatsApp
TR125,C909,CV Andalas Digital,"Jl. Mangga Dua No. 5, Jakarta",Konsultan Manajemen,Gibran Santoso,081510797714,IT Consultant Intern,Part-time,1,"Informatika, Sistem Informasi",6,"Menguasai dasar-dasar it consultant intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",4 Bulan,Rp 2.000.000/bulan,2023-05-30,Google Form
TR126,C1070,CV Bangkit Media,"Jl. Ronggowarsito No. 74, Malang",Kesehatan & Farmasi,Oscar Oktaviani,085297430991,IT Staff,Magang,2,"Sistem Informasi, Teknik Elektro",6,"Menguasai dasar-dasar it staff, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",3 Bulan,Rp 1.500.000/bulan,2023-06-23,Google Form
TR127,C678,CV Media Data,"Jl. Raya Pajajaran No. 1, Tangerang",Properti & Konstruksi,Putri Suryadi,087724529278,Drafter,Magang,3,"Teknik Sipil, Teknik Mesin",6,"Menguasai dasar-dasar drafter, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"3 hari WFO, 2 hari WFH",6 Bulan,Non-Paid,2023-02-23,Google Form
TR128,C1110,PT Mitra Gemilang,"Jl. Mangga Dua No. 66, Jakarta",Energi & Pertambangan,Hendra Firmansyah,082276317749,Environmental Analyst,Full-time,1,"Agroteknologi, Teknik Sipil",6,"Menguasai dasar-dasar environmental analyst, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"3 hari WFO, 2 hari WFH",Tidak Terbatas,Rp 4.000.000/bulan,2023-03-25,Google Form
TR129,C836,PT Kreasi Analitika,"Jl. Ir. Sutami No. 85, Surakarta",Teknologi Informasi,Citra Gunawan,081293541737,DevOps Engineer,Magang,1,"Informatika, Sistem Informasi",4,"Menguasai Linux, Docker, CI/CD, cloud platform, scripting (Bash/Python).",Hybrid,"2 hari WFO, 3 hari WFH",Tidak Terbatas,Rp 2.500.000/bulan,2023-04-02,Google Form
TR130,C1015,CV Abadi Media,"Jl. Pandanaran No. 188, Bandung",Konsultan Manajemen,Farhan Sulistyo,081283344470,Data Analyst,Magang,4,"Manajemen, Statistika",7,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",WFH,WFH dengan weekly meeting online,3 Bulan,Rp 750.000/bulan,2023-04-13,Google Form
TR131,C1467,CV Mandiri Informatika,"Jl. Pandanaran No. 20, Bandung",Pendidikan & EdTech,Elsa Ardiansyah,082183442935,Research Intern,Magang,2,"Psikologi, Statistika",7,"Menguasai dasar-dasar research intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",3 Bulan,Rp 1.500.000/bulan,2023-02-21,Google Form
TR132,C171,PT Prima Data,"Jl. Merdeka No. 2, Surakarta",Properti & Konstruksi,Nanda Prasetya,081667066253,Marketing Staff,Magang,1,"Manajemen, Ilmu Komunikasi",5,"Menguasai dasar-dasar marketing staff, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",6 Bulan,Uang transport saja,2023-04-13,Google Form
TR133,C052,PT Techno Bangsa,"Jl. Raya Pajajaran No. 186, Jakarta",Travel & Hospitality,Tiara Setiawan,085253454153,Digital Marketing Intern,Part-time,1,"Desain Komunikasi Visual, Ilmu Komunikasi",6,"Menguasai social media management, Google Ads, SEO dasar, content creation.",WFH,WFH dengan weekly meeting online,3 Bulan,Rp 2.500.000/bulan,2023-04-05,Google Form
TR134,C889,PT Techno Informatika,"Jl. Kuningan No. 42, Yogyakarta",Konsultan Manajemen,Luthfi Putra,081576817225,Business Analyst,Magang,3,"Sistem Informasi, Statistika",6,"Menguasai analisis proses bisnis, SQL, visualisasi data, komunikasi yang baik.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",3 Bulan,Rp 2.500.000/bulan,2023-03-26,Email
