NIM,nama,program_studi,semester,hp,email_pribadi,email_kampus,bidang_minat,jenis_penempatan_diminati,bulan_masuk
20210188,Mega Putra,Farmasi,7,085892562972,mega.putra@gmail.com,20210188@student.uns.ac.id,Sains,Magang,Agustus 2021
20210189,Naufal Nugraha,Sistem Informasi,6,085346892704,naufal.nugraha@gmail.com,20210189@student.uns.ac.id,Teknologi,Magang,Agustus 2021
20210190,Ilham Ningsih,Desain Komunikasi Visual,6,081305149618,ilham.ningsih@gmail.com,20210190@student.uns.ac.id,Desain,Magang,September 2021
20190191,Isna Maulana,Manajemen,11,085688792449,isna.maulana@gmail.com,20190191@student.uns.ac.id,Bisnis,Part-time,September 2019
20230192,Lutfia Saputra,Psikologi,3,087895613440,lutfia.saputra@gmail.com,20230192@student.uns.ac.id,Sosial,Magang,Maret 2023
20230193,Aldi Oktaviani,Teknik Industri,2,085234769123,aldi.oktaviani@gmail.com,20230193@student.uns.ac.id,Teknologi,Magang,Agustus 2023
20210194,Winda Wijaya,Ilmu Komunikasi,7,085322016318,winda.wijaya@gmail.com,20210194@student.uns.ac.id,Sosial,Magang,Agustus 2021
20220195,Budi Pratama,Ilmu Komunikasi,3,081333631409,budi.pratama@gmail.com,20220195@student.uns.ac.id,Sosial,Magang,September 2022
20220196,Kevin Firdaus,Informatika,3,081212959031,kevin.firdaus@gmail.com,20220196@student.uns.ac.id,Teknologi,Magang,September 2022
20220197,Laila Cahyani,Teknik Elektro,5,081219176532,laila.cahyani@gmail.com,20220197@student.uns.ac.id,Teknologi,Magang,Agustus 2022
20230198,Nadya Wijaya,Teknik Industri,2,081354746911,nadya.wijaya@gmail.com,20230198@student.uns.ac.id,Teknologi,Magang,September 2023
20210199,Guntur Handayani,Desain Komunikasi Visual,6,082104009380,guntur.handayani@gmail.com,20210199@student.uns.ac.id,Desain,Magang,September 2021
20230200,Satria Cahyani,Statistika,3,087800593241,satria.cahyani@gmail.com,20230200@student.uns.ac.id,Sains,Magang,Agustus 2023
20220201,Rangga Sulistyo,Psikologi,3,082102131167,rangga.sulistyo@gmail.com,20220201@student.uns.ac.id,Sosial,Magang,September 2022
20220202,Kartika Adriansyah,Pendidikan Teknik Informatika,5,081211678116,kartika.adriansyah@gmail.com,20220202@student.uns.ac.id,Teknologi,Magang,September 2022
20230203,Anisa Sulistyo,Akuntansi,3,081353864267,anisa.sulistyo@gmail.com,20230203@student.uns.ac.id,Bisnis,Magang,Agustus 2023
20210204,Kevin Putra,Informatika,7,085830405319,kevin.putra@gmail.com,20210204@student.uns.ac.id,Teknologi,Part-time,September 2021
20220205,Dimas Rahmawati,Teknik Mesin,4,085785284677,dimas.rahmawati@gmail.com,20220205@student.uns.ac.id,Teknologi,Magang,September 2022
20200206,Mega Kusuma,Manajemen,9,085630764405,mega.kusuma@gmail.com,20200206@student.uns.ac.id,Bisnis,Part-time,Agustus 2020
20230207,Umar Prabowo,Statistika,2,087797328290,umar.prabowo@gmail.com,20230207@student.uns.ac.id,Sains,Magang,Agustus 2023
20200208,Irfan Pratama,Teknik Mesin,7,085706368019,irfan.pratama@gmail.com,20200208@student.uns.ac.id,Teknologi,Part-time,Agustus 2020
20220209,Bella Utami,Teknik Elektro,4,085347117064,bella.utami@gmail.com,20220209@student.uns.ac.id,Teknologi,Part-time,Agustus 2022
20220210,Sinta Prasetya,Agroteknologi,5,081324079044,sinta.prasetya@gmail.com,20220210@student.uns.ac.id,Sains,Part-time,Agustus 2022
20220211,Pandu Pangestu,Pendidikan Teknik Informatika,5,081345676776,pandu.pangestu@gmail.com,20220211@student.uns.ac.id,Teknologi,Full-time,Agustus 2022
20230212,Indah Permana,Ekonomi Pembangunan,3,082117645177,indah.permana@gmail.com,20230212@student.uns.ac.id,Bisnis,Magang,September 2023
20220213,Irfan Firmansyah,Desain Komunikasi Visual,5,085778277253,irfan.firmansyah@gmail.com,20220213@student.uns.ac.id,Desain,Full-time,September 2022
20220214,Rafi Hakim,Ilmu Komunikasi,5,083873587272,rafi.hakim@gmail.com,20220214@student.uns.ac.id,Sosial,Magang,September 2022
20220215,Naufal Cahyani,Statistika,5,085709398663,naufal.cahyani@gmail.com,20220215@student.uns.ac.id,Sains,Magang,Agustus 2022
20220216,Tasya Cahyono,Teknik Industri,4,083835652391,tasya.cahyono@gmail.com,20220216@student.uns.ac.id,Teknologi,Magang,September 2022
20220217,Hasna Anggara,Manajemen,3,081633406201,hasna.anggara@gmail.com,20220217@student.uns.ac.id,Bisnis,Full-time,September 2022
20210218,Pandu Permana,Psikologi,5,087834526362,pandu.permana@gmail.com,20210218@student.uns.ac.id,Sosial,Magang,Agustus 2021
20220219,Lestari Sari,Sistem Informasi,4,085814344211,lestari.sari@gmail.com,20220219@student.uns.ac.id,Teknologi,Magang,September 2022
20200220,Qonita Safitri,Teknik Industri,9,081618842463,qonita.safitri@gmail.com,20200220@student.uns.ac.id,Teknologi,Magang,September 2020
20220221,Eka Putra,Ilmu Komunikasi,3,087792464299,eka.putra@gmail.com,20220221@student.uns.ac.id,Sosial,Magang,Maret 2022
20230222,Lestari Kusuma,Manajemen,2,085391530075,lestari.kusuma@gmail.com,20230222@student.uns.ac.id,Bisnis,Magang,September 2023
20230223,Yuni Oktaviani,Informatika,3,085223057824,yuni.oktaviani@gmail.com,20230223@student.uns.ac.id,Teknologi,Magang,September 2023
20210224,Eka Saputra,Statistika,5,082278624301,eka.saputra@gmail.com,20210224@student.uns.ac.id,Sains,Full-time,September 2021
20230225,Ayu Prasetya,Manajemen,3,087896374912,ayu.prasetya@gmail.com,20230225@student.uns.ac.id,Bisnis,Part-time,Agustus 2023
20220226,Krisna Firdaus,Ilmu Komunikasi,5,087814715901,krisna.firdaus@gmail.com,20220226@student.uns.ac.id,Sosial,Magang,September 2022
20200227,Umar Pratama,Sistem Informasi,7,085702728986,umar.pratama@gmail.com,20200227@student.uns.ac.id,Teknologi,Magang,Agustus 2020
20220228,Surya Ramadhani,Informatika,3,085798425079,surya.ramadhani@gmail.com,20220228@student.uns.ac.id,Teknologi,Full-time,September 2022
20210229,Anggi Anggraeni,Sastra Inggris,6,081214144246,anggi.anggraeni@gmail.com,20210229@student.uns.ac.id,Sosial,Magang,September 2021
20190230,Olivia Firdaus,Sistem Informasi,11,085895285994,olivia.firdaus@gmail.com,20190230@student.uns.ac.id,Teknologi,Magang,September 2019
20210231,Hasna Hartono,Desain Komunikasi Visual,5,085282930557,hasna.hartono@gmail.com,20210231@student.uns.ac.id,Desain,Part-time,Maret 2021
20210232,Hasna Anggraeni,Ilmu Komunikasi,5,085710593948,hasna.anggraeni@gmail.com,20210232@student.uns.ac.id,Sosial,Magang,September 2021
20200233,Ilham Permana,Sastra Inggris,7,081560285869,ilham.permana@gmail.com,20200233@student.uns.ac.id,Sosial,Magang,Agustus 2020
20220234,Dian Handayani,Informatika,5,087760751210,dian.handayani@gmail.com,20220234@student.uns.ac.id,Teknologi,Magang,September 2022
20200235,Indah Cahyono,Sistem Informasi,7,083802459408,indah.cahyono@gmail.com,20200235@student.uns.ac.id,Teknologi,Full-time,September 2020
20210236,Umar Syahputra,Teknik Mesin,6,087779507655,umar.syahputra@gmail.com,20210236@student.uns.ac.id,Teknologi,Part-time,September 2021
20210237,Ivan Kusuma,Ekonomi Pembangunan,7,085625122584,ivan.kusuma@gmail.com,20210237@student.uns.ac.id,Bisnis,Part-time,September 2021
20210238,Fajar Rahmawati,Akuntansi,6,085229496523,fajar.rahmawati@gmail.com,20210238@student.uns.ac.id,Bisnis,Full-time,Agustus 2021
20220239,Laila Kusuma,Desain Komunikasi Visual,5,081638540700,laila.kusuma@gmail.com,20220239@student.uns.ac.id,Desain,Magang,Februari 2022
20220240,Vino Safitri,Statistika,3,085875385139,vino.safitri@gmail.com,20220240@student.uns.ac.id,Sains,Part-time,September 2022
20230241,Mira Wijaya,Teknik Elektro,3,085662040852,mira.wijaya@gmail.com,20230241@student.uns.ac.id,Teknologi,Magang,Agustus 2023
20190242,Naufal Kusuma,Teknik Sipil,9,082272826593,naufal.kusuma@gmail.com,20190242@student.uns.ac.id,Teknologi,Magang,September 2019
20220243,Satria Hidayat,Statistika,5,081560333085,satria.hidayat@gmail.com,20220243@student.uns.ac.id,Sains,Part-time,Agustus 2022
20210244,Krisna Oktaviani,Teknik Elektro,6,082109313788,krisna.oktaviani@gmail.com,20210244@student.uns.ac.id,Teknologi,Magang,September 2021
20190245,Rangga Santoso,Informatika,9,085667777365,rangga.santoso@gmail.com,20190245@student.uns.ac.id,Teknologi,Part-time,Maret 2019
20220246,Zahra Budiman,Teknik Mesin,4,083819543511,zahra.budiman@gmail.com,20220246@student.uns.ac.id,Teknologi,Magang,Agustus 2022
20230247,Zaki Puspitasari,Sistem Informasi,2,083892333135,zaki.puspitasari@gmail.com,20230247@student.uns.ac.id,Teknologi,Part-time,Agustus 2023
20220248,Taufik Oktaviani,Akuntansi,4,082164062606,taufik.oktaviani@gmail.com,20220248@student.uns.ac.id,Bisnis,Magang,Agustus 2022
20210249,Umar Cahyani,Pendidikan Teknik Informatika,7,087762164834,umar.cahyani@gmail.com,20210249@student.uns.ac.id,Teknologi,Part-time,September 2021
20220250,Lina Febriani,Manajemen,3,085257252023,lina.febriani@gmail.com,20220250@student.uns.ac.id,Bisnis,Magang,September 2022
20220251,Mega Puspitasari,Sistem Informasi,4,082184889199,mega.puspitasari@gmail.com,20220251@student.uns.ac.id,Teknologi,Magang,Agustus 2022
20230252,Galuh Anggraeni,Teknik Mesin,2,081394564464,galuh.anggraeni@gmail.com,20230252@student.uns.ac.id,Teknologi,Part-time,September 2023
20220253,Pandu Febriani,Informatika,4,081628678554,pandu.febriani@gmail.com,20220253@student.uns.ac.id,Teknologi,Magang,September 2022
20210254,Rendy Santoso,Akuntansi,6,081346709367,rendy.santoso@gmail.com,20210254@student.uns.ac.id,Bisnis,Part-time,September 2021
20200255,Nurul Nugroho,Statistika,9,085717707346,nurul.nugroho@gmail.com,20200255@student.uns.ac.id,Sains,Part-time,Agustus 2020
20190256,Galih Gunawan,Informatika,11,082116457527,galih.gunawan@gmail.com,20190256@student.uns.ac.id,Teknologi,Part-time,September 2019
20210257,Bagus Maulana,Statistika,7,081567851506,bagus.maulana@gmail.com,20210257@student.uns.ac.id,Sains,Part-time,Februari 2021
20230258,Nadya Maulana,Informatika,2,085866166894,nadya.maulana@gmail.com,20230258@student.uns.ac.id,Teknologi,Part-time,Agustus 2023
20230259,Bayu Sulistyo,Teknik Industri,2,085851611339,bayu.sulistyo@gmail.com,20230259@student.uns.ac.id,Teknologi,Magang,Agustus 2023
20210260,Lukman Ramadhani,Teknik Industri,6,085261921269,lukman.ramadhani@gmail.com,20210260@student.uns.ac.id,Teknologi,Magang,Februari 2021
20210261,Ratna Ardiansyah,Desain Komunikasi Visual,6,085289631963,ratna.ardiansyah@gmail.com,20210261@student.uns.ac.id,Desain,Magang,September 2021
20200262,Ivan Cahyani,Informatika,9,085891642301,ivan.cahyani@gmail.com,20200262@student.uns.ac.id,Teknologi,Magang,Agustus 2020
20200263,Amelia Febriani,Agroteknologi,7,081391986370,amelia.febriani@gmail.com,20200263@student.uns.ac.id,Sains,Magang,September 2020
20230264,Hasna Hakim,Teknik Industri,2,081263567357,hasna.hakim@gmail.com,20230264@student.uns.ac.id,Teknologi,Magang,Agustus 2023
20210265,Anggi Wulandari,Teknik Industri,7,085700327303,anggi.wulandari@gmail.com,20210265@student.uns.ac.id,Teknologi,Magang,Agustus 2021
20220266,Tasya Adriansyah,Sistem Informasi,4,081552356118,tasya.adriansyah@gmail.com,20220266@student.uns.ac.id,Teknologi,Magang,September 2022
20220267,Ahmad Wijaya,Ilmu Hukum,5,085395862185,ahmad.wijaya@gmail.com,20220267@student.uns.ac.id,Sosial,Full-time,September 2022
20200268,Bagus Hidayat,Informatika,7,081590366663,bagus.hidayat@gmail.com,20200268@student.uns.ac.id,Teknologi,Magang,Agustus 2020
20210269,Kirana Utami,Akuntansi,7,085898450337,kirana.utami@gmail.com,20210269@student.uns.ac.id,Bisnis,Full-time,September 2021
20220270,Hafiz Rahmawati,Ilmu Komunikasi,3,085831324527,hafiz.rahmawati@gmail.com,20220270@student.uns.ac.id,Sosial,Magang,September 2022
20230271,Bunga Mahendra,Ilmu Hukum,3,081630568780,bunga.mahendra@gmail.com,20230271@student.uns.ac.id,Sosial,Part-time,Agustus 2023
20210272,Irfan Fitriani,Farmasi,6,085248918529,irfan.fitriani@gmail.com,20210272@student.uns.ac.id,Sains,Part-time,September 2021
20230273,Januar Maulana,Teknik Sipil,2,085797776491,januar.maulana@gmail.com,20230273@student.uns.ac.id,Teknologi,Magang,Februari 2023
20210274,Bayu Hakim,Manajemen,6,085661954902,bayu.hakim@gmail.com,20210274@student.uns.ac.id,Bisnis,Full-time,Agustus 2021
20220275,Tiara Nugraha,Teknik Elektro,5,085877661388,tiara.nugraha@gmail.com,20220275@student.uns.ac.id,Teknologi,Part-time,Maret 2022
20230276,Dinda Suryadi,Informatika,3,085215956783,dinda.suryadi@gmail.com,20230276@student.uns.ac.id,Teknologi,Part-time,Februari 2023
20200277,Nanda Fitriani,Desain Komunikasi Visual,9,081593601941,nanda.fitriani@gmail.com,20200277@student.uns.ac.id,Desain,Full-time,September 2020
20200278,Bella Gunawan,Manajemen,9,085687807202,bella.gunawan@gmail.com,20200278@student.uns.ac.id,Bisnis,Magang,Agustus 2020
20190279,Surya Handayani,Sistem Informasi,11,081599667637,surya.handayani@gmail.com,20190279@student.uns.ac.id,Teknologi,Magang,Agustus 2019
20200280,Muhammad Oktaviani,Manajemen,8,087856707190,muhammad.oktaviani@gmail.com,20200280@student.uns.ac.id,Bisnis,Full-time,Agustus 2020
20210281,Laila Handoko,Ilmu Hukum,5,085846739316,laila.handoko@gmail.com,20210281@student.uns.ac.id,Sosial,Magang,September 2021
20210282,Oki Sulistyo,Pendidikan Teknik Informatika,6,082205886810,oki.sulistyo@gmail.com,20210282@student.uns.ac.id,Teknologi,Part-time,Maret 2021
20230283,Nisa Hidayat,Sistem Informasi,3,087825478009,nisa.hidayat@gmail.com,20230283@student.uns.ac.id,Teknologi,Part-time,September 2023
20210284,Taufik Pratama,Ilmu Hukum,6,087700019007,taufik.pratama@gmail.com,20210284@student.uns.ac.id,Sosial,Part-time,September 2021
20210285,Qonita Syahputra,Manajemen,7,085736939089,qonita.syahputra@gmail.com,20210285@student.uns.ac.id,Bisnis,Part-time,September 2021
20210286,Galih Safitri,Akuntansi,7,082113054284,galih.safitri@gmail.com,20210286@student.uns.ac.id,Bisnis,Magang,Agustus 2021
20220287,Wahyu Cahyani,Informatika,3,085894094294,wahyu.cahyani@gmail.com,20220287@student.uns.ac.id,Teknologi,Magang,Februari 2022
20200288,Umar Safitri,Manajemen,9,082223887676,umar.safitri@gmail.com,20200288@student.uns.ac.id,Bisnis,Part-time,Agustus 2020
20230289,Surya Cahyono,Ilmu Hukum,3,081613403997,surya.cahyono@gmail.com,20230289@student.uns.ac.id,Sosial,Full-time,September 2023
20220290,Sari Handoko,Desain Komunikasi Visual,5,087832939702,sari.handoko@gmail.com,20220290@student.uns.ac.id,Desain,Magang,Agustus 2022
20210291,Putri Maulana,Sistem Informasi,5,083818513311,putri.maulana@gmail.com,20210291@student.uns.ac.id,Teknologi,Full-time,September 2021
20230292,Dewi Suryadi,Manajemen,2,085228892030,dewi.suryadi@gmail.com,20230292@student.uns.ac.id,Bisnis,Magang,September 2023
20230293,Ulfa Mahendra,Teknik Industri,2,081603606778,ulfa.mahendra@gmail.com,20230293@student.uns.ac.id,Teknologi,Magang,Agustus 2023
20210294,Rizky Ardiansyah,Ilmu Komunikasi,7,081571364967,rizky.ardiansyah@gmail.com,20210294@student.uns.ac.id,Sosial,Magang,Maret 2021
20230295,Gita Fitriani,Statistika,2,085874488252,gita.fitriani@gmail.com,20230295@student.uns.ac.id,Sains,Part-time,September 2023
20220296,Bagus Kurniawan,Sastra Inggris,4,085867338515,bagus.kurniawan@gmail.com,20220296@student.uns.ac.id,Sosial,Part-time,Februari 2022
20210297,Riska Gunawan,Akuntansi,5,081580983831,riska.gunawan@gmail.com,20210297@student.uns.ac.id,Bisnis,Part-time,Agustus 2021
20230298,Qori Prasetya,Teknik Elektro,2,087803456333,qori.prasetya@gmail.com,20230298@student.uns.ac.id,Teknologi,Magang,September 2023
20220299,Pandu Budiman,Ilmu Komunikasi,4,085815578263,pandu.budiman@gmail.com,20220299@student.uns.ac.id,Sosial,Magang,September 2022
20220300,Bima Cahyani,Sistem Informasi,3,087818628697,bima.cahyani@gmail.com,20220300@student.uns.ac.id,Teknologi,Magang,Februari 2022
20230301,Kirana Gunawan,Statistika,2,081238547872,kirana.gunawan@gmail.com,20230301@student.uns.ac.id,Sains,Part-time,Februari 2023
20210302,Nanda Lestari,Agroteknologi,7,081523280625,nanda.lestari@gmail.com,20210302@student.uns.ac.id,Sains,Magang,September 2021
20210303,Isna Wulandari,Informatika,7,081389258831,isna.wulandari@gmail.com,20210303@student.uns.ac.id,Teknologi,Magang,September 2021
20210304,Dimas Dewi,Teknik Mesin,5,087873549047,dimas.dewi@gmail.com,20210304@student.uns.ac.id,Teknologi,Magang,Agustus 2021
20220305,Yuni Mahendra,Informatika,5,081332508628,yuni.mahendra@gmail.com,20220305@student.uns.ac.id,Teknologi,Part-time,September 2022
20210306,Zahra Handoko,Pendidikan Teknik Informatika,5,085388230925,zahra.handoko@gmail.com,20210306@student.uns.ac.id,Teknologi,Magang,September 2021
20220307,Krisna Anggraeni,Sastra Inggris,5,085336316330,krisna.anggraeni@gmail.com,20220307@student.uns.ac.id,Sosial,Full-time,September 2022
20230308,Zahra Nugroho,Informatika,2,081233649084,zahra.nugroho@gmail.com,20230308@student.uns.ac.id,Teknologi,Magang,Agustus 2023
20220309,Sari Safitri,Informatika,3,085330310166,sari.safitri@gmail.com,20220309@student.uns.ac.id,Teknologi,Magang,Agustus 2022
20210310,Dian Utami,Pendidikan Teknik Informatika,5,085714085796,dian.utami@gmail.com,20210310@student.uns.ac.id,Teknologi,Part-time,September 2021
20200311,Eka Ardiansyah,Ilmu Hukum,9,081306600260,eka.ardiansyah@gmail.com,20200311@student.uns.ac.id,Sosial,Magang,September 2020
20210312,Surya Hidayat,Manajemen,7,085391624410,surya.hidayat@gmail.com,20210312@student.uns.ac.id,Bisnis,Magang,Agustus 2021
20210313,Prita Pangestu,Teknik Industri,6,082116502423,prita.pangestu@gmail.com,20210313@student.uns.ac.id,Teknologi,Part-time,Februari 2021
20220314,Wahyu Permana,Statistika,3,081272985023,wahyu.permana@gmail.com,20220314@student.uns.ac.id,Sains,Part-time,Agustus 2022
20220315,Wahyu Cahyani,Agroteknologi,3,085785333171,wahyu.cahyani@gmail.com,20220315@student.uns.ac.id,Sains,Magang,September 2022
20210316,Wulan Kusuma,Statistika,5,081592202881,wulan.kusuma@gmail.com,20210316@student.uns.ac.id,Sains,Magang,Agustus 2021
20210317,Dimas Maulana,Ekonomi Pembangunan,7,081668012696,dimas.maulana@gmail.com,20210317@student.uns.ac.id,Bisnis,Part-time,Agustus 2021
20200318,Dafa Prabowo,Psikologi,8,085213943032,dafa.prabowo@gmail.com,20200318@student.uns.ac.id,Sosial,Magang,Agustus 2020
20210319,Ivan Kusuma,Ilmu Komunikasi,5,083844037654,ivan.kusuma@gmail.com,20210319@student.uns.ac.id,Sosial,Part-time,Agustus 2021
20210320,Julia Wulandari,Ekonomi Pembangunan,6,081286414863,julia.wulandari@gmail.com,20210320@student.uns.ac.id,Bisnis,Magang,Agustus 2021
20230321,Januar Prabowo,Sastra Inggris,2,083871590518,januar.prabowo@gmail.com,20230321@student.uns.ac.id,Sosial,Full-time,Maret 2023
20200322,Gilang Firdaus,Sistem Informasi,7,085779391171,gilang.firdaus@gmail.com,20200322@student.uns.ac.id,Teknologi,Magang,September 2020
20210323,Hesti Handayani,Informatika,5,085384865737,hesti.handayani@gmail.com,20210323@student.uns.ac.id,Teknologi,Magang,September 2021
20210324,Winda Cahyono,Manajemen,5,085604741208,winda.cahyono@gmail.com,20210324@student.uns.ac.id,Bisnis,Magang,Agustus 2021
20200325,Muhammad Prasetya,Akuntansi,7,081628940439,muhammad.prasetya@gmail.com,20200325@student.uns.ac.id,Bisnis,Magang,Agustus 2020
20210326,Hana Syahputra,Informatika,6,087752668480,hana.syahputra@gmail.com,20210326@student.uns.ac.id,Teknologi,Magang,September 2021
20210327,Dani Lestari,Manajemen,7,081681353764,dani.lestari@gmail.com,20210327@student.uns.ac.id,Bisnis,Magang,September 2021
20200328,Gibran Puspitasari,Teknik Industri,7,085826088532,gibran.puspitasari@gmail.com,20200328@student.uns.ac.id,Teknologi,Magang,Maret 2020
20220329,Lutfia Wijaya,Teknik Elektro,3,085274754737,lutfia.wijaya@gmail.com,20220329@student.uns.ac.id,Teknologi,Part-time,September 2022
20230330,Rizky Ardiansyah,Ekonomi Pembangunan,3,081394565977,rizky.ardiansyah@gmail.com,20230330@student.uns.ac.id,Bisnis,Magang,September 2023
20210331,Gita Nugraha,Agroteknologi,7,087736891080,gita.nugraha@gmail.com,20210331@student.uns.ac.id,Sains,Magang,September 2021
